id,Dia,Manera_de_la_muerte,Arma,Edad,Genero,Raza,Ciudad,Estado,Signos_de_enfermedades_mentales,Nivel_de_amenaza,flee,Categoria_de_armas
3,2015-01-02,shot,gun,53.0,M,Asian,Shelton,WA,True,attack,Not fleeing,Guns
4,2015-01-02,shot,gun,47.0,M,White,Aloha,OR,False,attack,Not fleeing,Guns
5,2015-01-03,shot and Tasered,unarmed,23.0,M,Hispanic,Wichita,KS,False,other,Not fleeing,Unarmed
8,2015-01-04,shot,toy weapon,32.0,M,White,San Francisco,CA,True,attack,Not fleeing,Other unusual objects
9,2015-01-04,shot,nail gun,39.0,M,Hispanic,Evans,CO,False,attack,Not fleeing,Piercing objects
11,2015-01-04,shot,gun,18.0,M,White,Guthrie,OK,False,attack,Not fleeing,Guns
13,2015-01-05,shot,gun,22.0,M,Hispanic,Chandler,AZ,False,attack,Car,Guns
15,2015-01-06,shot,gun,35.0,M,White,Assaria,KS,False,attack,Not fleeing,Guns
16,2015-01-06,shot,unarmed,34.0,F,White,Burlington,IA,False,other,Not fleeing,Unarmed
17,2015-01-06,shot,toy weapon,47.0,M,Black,Knoxville,PA,False,attack,Not fleeing,Other unusual objects
19,2015-01-06,shot and Tasered,knife,25.0,M,White,Stockton,CA,False,attack,Not fleeing,Sharp objects
21,2015-01-07,shot,gun,31.0,M,Black,Freeport,TX,False,attack,Not fleeing,Guns
22,2015-01-07,shot,knife,41.0,M,Black,Columbus,OH,True,other,Not fleeing,Sharp objects
25,2015-01-07,shot,gun,30.0,M,White,Des Moines,IA,False,attack,Car,Guns
27,2015-01-07,shot,gun,37.0,M,Black,New Orleans,LA,False,attack,Foot,Guns
29,2015-01-08,shot,unknown,28.0,M,White,Huntley,MT,False,undetermined,Not fleeing,Unknown
32,2015-01-08,shot,shovel,42.0,M,White,Salt Lake City,UT,False,attack,Not fleeing,Blunt instruments
36,2015-01-08,shot,unarmed,36.0,M,Black,Strong,AR,False,attack,Not fleeing,Unarmed
37,2015-01-08,shot,gun,49.0,M,White,Syracuse,UT,False,attack,Not fleeing,Guns
38,2015-01-09,shot,gun,71.0,M,White,England,AR,False,attack,Not fleeing,Guns
325,2015-01-09,shot,gun,33.0,M,Hispanic,El Paso,TX,False,attack,Not fleeing,Guns
42,2015-01-11,shot,gun,39.0,M,White,Arcola,IL,True,attack,Not fleeing,Guns
43,2015-01-11,shot,gun,23.0,M,Hispanic,South Gate,CA,False,attack,Not fleeing,Guns
45,2015-01-11,shot and Tasered,gun,29.0,M,Hispanic,North Las Vegas,NV,False,attack,Foot,Guns
46,2015-01-13,shot,gun,34.0,M,White,Albuquerque,NM,False,attack,Foot,Guns
48,2015-01-13,shot,knife,43.0,M,White,Jourdanton,TX,True,other,Not fleeing,Sharp objects
49,2015-01-14,shot,unknown,24.0,M,Black,St. Paul,MN,False,attack,Not fleeing,Unknown
50,2015-01-14,shot,unknown,29.0,M,White,Franklin County,MO,False,attack,Not fleeing,Unknown
51,2015-01-14,shot,gun,34.0,M,Black,Chesapeake,VA,True,attack,Not fleeing,Guns
52,2015-01-14,shot,knife,75.0,M,White,Old Bridge,NJ,False,attack,Not fleeing,Sharp objects
54,2015-01-14,shot,gun,68.0,M,White,Lake Jackson,TX,False,attack,Not fleeing,Guns
55,2015-01-14,shot,knife,34.0,M,White,Draper,UT,False,attack,Not fleeing,Sharp objects
56,2015-01-15,shot,gun,27.0,M,Black,Indianapolis,IN,False,attack,Foot,Guns
57,2015-01-15,shot,gun,39.0,M,Black,Aurora,CO,False,attack,Not fleeing,Guns
60,2015-01-15,shot,gun,24.0,M,White,Bloomington,MN,True,attack,Not fleeing,Guns
63,2015-01-15,shot,knife,36.0,M,Hispanic,Fairfield,CA,True,other,Not fleeing,Sharp objects
64,2015-01-15,shot,gun,33.0,M,White,Evangeline Parish,LA,False,attack,Not fleeing,Guns
67,2015-01-16,shot,gun,41.0,M,White,Mabank,TX,False,attack,Car,Guns
68,2015-01-16,shot and Tasered,knife,48.0,M,Other,Fremont,CA,False,other,Not fleeing,Sharp objects
74,2015-01-17,shot,gun,21.0,M,Black,Muskogee,OK,False,attack,Foot,Guns
75,2015-01-17,shot,gun,24.0,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,Guns
78,2015-01-17,shot,knife,27.0,M,Hispanic,Fort Worth,TX,False,attack,Not fleeing,Sharp objects
80,2015-01-18,shot,gun,32.0,M,White,Maricopa,AZ,True,attack,Not fleeing,Guns
83,2015-01-18,shot and Tasered,gun,67.0,M,White,Gunlock,KY,True,attack,Not fleeing,Guns
84,2015-01-19,shot,knife,49.0,M,White,Weymouth,MA,False,attack,Not fleeing,Sharp objects
85,2015-01-20,shot,unknown,42.0,M,Black,Scottsdale,AZ,False,other,Car,Unknown
86,2015-01-21,shot,gun,36.0,M,White,Hemet,CA,False,attack,Not fleeing,Guns
88,2015-01-21,shot,gun,36.0,M,Hispanic,Chapeno,TX,False,attack,Foot,Guns
90,2015-01-21,shot,gun,19.0,M,Black,St. Louis,MO,False,attack,Not fleeing,Guns
98,2015-01-21,shot,gun,54.0,M,White,Derry,NH,True,attack,Not fleeing,Guns
99,2015-01-22,shot,toy weapon,25.0,M,Black,Sierra Blanca,TX,False,attack,Car,Other unusual objects
100,2015-01-22,shot and Tasered,knife,17.0,F,White,Longview,TX,True,other,Not fleeing,Sharp objects
101,2015-01-23,shot,unknown,29.0,M,Black,Fort Lauderdale,FL,False,other,Not fleeing,Unknown
102,2015-01-23,shot,knife,56.0,M,Hispanic,Levelland,TX,False,other,Not fleeing,Sharp objects
336,2015-01-23,shot,gun,61.0,M,White,Austin,TX,True,attack,Not fleeing,Guns
105,2015-01-24,shot,gun,45.0,M,White,Rexburg,ID,False,attack,Not fleeing,Guns
107,2015-01-24,shot,knife,26.0,M,Black,Baltimore,MD,True,other,Not fleeing,Sharp objects
341,2015-01-24,shot,gun,40.0,M,White,Fort Worth,TX,False,attack,Not fleeing,Guns
108,2015-01-25,shot,gun,26.0,M,Hispanic,Pueblo,CO,False,attack,Car,Guns
20,2015-01-26,shot,unknown,17.0,F,Hispanic,Denver,CO,False,other,Not fleeing,Unknown
324,2015-01-26,shot,gun,68.0,M,White,New Hope,MN,True,attack,Not fleeing,Guns
352,2015-01-26,shot,unarmed,24.0,M,Hispanic,Tahoka,TX,False,other,Car,Unarmed
353,2015-01-26,shot,knife,34.0,M,Hispanic,Wasco,CA,True,other,Not fleeing,Sharp objects
111,2015-01-27,shot,knife,39.0,F,White,Omaha,NE,True,attack,Not fleeing,Sharp objects
348,2015-01-27,shot,unknown,26.0,M,Native,Phoenix,AZ,False,other,Not fleeing,Unknown
349,2015-01-27,shot,gun,29.0,M,White,Morenci,AZ,False,attack,Not fleeing,Guns
350,2015-01-27,shot,gun,33.0,M,Black,Columbus,OH,False,attack,Not fleeing,Guns
345,2015-01-28,shot,gun,45.0,M,White,Sunset,TX,False,attack,Not fleeing,Guns
347,2015-01-28,shot,gun,26.0,M,White,Rosenberg,TX,False,attack,Not fleeing,Guns
346,2015-01-28,shot and Tasered,hammer,35.0,M,Asian,Stockton,CA,True,attack,Not fleeing,Blunt instruments
112,2015-01-29,shot,gun,31.0,M,White,Wyoming,MI,True,attack,Not fleeing,Guns
342,2015-01-29,shot,unarmed,42.0,M,White,Stillwater,OK,False,other,Foot,Unarmed
113,2015-01-30,shot,gun,48.0,M,White,Billings,MT,False,attack,Foot,Guns
338,2015-01-31,shot,gun,31.0,M,Hispanic,Houston,TX,False,attack,Not fleeing,Guns
339,2015-01-31,shot and Tasered,knife,54.0,M,Black,Randallstown,MD,True,other,Not fleeing,Sharp objects
114,2015-02-02,shot,unarmed,59.0,M,White,Hummelstown,PA,False,other,Foot,Unarmed
115,2015-02-02,shot,gun,42.0,M,White,Apple Valley,CA,True,attack,Not fleeing,Guns
528,2015-02-02,shot,gun,17.0,M,White,Bay City,MI,False,attack,Not fleeing,Guns
117,2015-02-03,shot,gun,23.0,M,Black,St. Louis,MO,False,attack,Foot,Guns
118,2015-02-03,shot,gun,38.0,F,Black,Emeryville,CA,False,attack,Car,Guns
119,2015-02-03,shot,knife,29.0,M,Black,Antioch,CA,True,other,Not fleeing,Sharp objects
120,2015-02-03,shot,gun,45.0,M,White,Douglas,GA,True,attack,Not fleeing,Guns
116,2015-02-04,shot,unarmed,28.0,M,Black,Tallahassee,FL,False,attack,Not fleeing,Unarmed
123,2015-02-04,shot,gun,37.0,M,Hispanic,Orlando,FL,False,attack,Not fleeing,Guns
124,2015-02-04,shot,gun,28.0,M,Hispanic,Tempe,AZ,False,attack,Car,Guns
125,2015-02-04,shot,unarmed,28.0,M,Hispanic,Tempe,AZ,False,other,Not fleeing,Unarmed
126,2015-02-04,shot,gun,51.0,M,Black,Lorena,TX,False,attack,Car,Guns
127,2015-02-04,shot,knife,36.0,M,Black,Memphis,TN,False,other,Not fleeing,Sharp objects
128,2015-02-05,shot,gun,59.0,M,White,Chino,CA,False,other,Car,Guns
129,2015-02-06,shot,gun,25.0,M,Black,Oklahoma City,OK,False,attack,Not fleeing,Guns
532,2015-02-07,shot,toy weapon,26.0,M,White,Calimesa,CA,False,attack,Not fleeing,Other unusual objects
554,2015-02-07,shot,gun,74.0,M,Black,Gastonia,NC,False,attack,Not fleeing,Guns
131,2015-02-08,shot,gun,33.0,M,White,Anchorage,AK,False,attack,Car,Guns
132,2015-02-08,shot,gun,27.0,M,White,Austin,TX,False,attack,Not fleeing,Guns
133,2015-02-08,shot,gun,57.0,M,White,New City,NY,True,attack,Not fleeing,Guns
134,2015-02-08,shot,gun,46.0,M,White,Orange County,FL,False,attack,Not fleeing,Guns
135,2015-02-08,shot,gun,41.0,M,White,Nocona,TX,False,attack,Not fleeing,Guns
136,2015-02-09,shot,gun,61.0,M,White,Smyrna,ME,True,undetermined,Not fleeing,Guns
137,2015-02-09,shot,gun,45.0,M,Black,Dallas,TX,False,attack,Not fleeing,Guns
139,2015-02-10,shot,gun,49.0,M,Black,Whitehaven,TN,False,attack,Not fleeing,Guns
140,2015-02-10,shot,gun,45.0,M,White,New Castle,CO,True,attack,Car,Guns
138,2015-02-10,shot and Tasered,unarmed,35.0,M,Hispanic,Pasco,WA,True,other,Foot,Unarmed
141,2015-02-11,shot,knife,23.0,M,Black,San Jose,CA,True,other,Not fleeing,Sharp objects
142,2015-02-11,shot,toy weapon,46.0,M,White,Dadeville,AL,True,attack,Foot,Other unusual objects
145,2015-02-13,shot,unknown,23.0,M,White,San Bernardino,CA,False,attack,Car,Unknown
146,2015-02-13,shot,gun,21.0,M,Hispanic,Kansas City,KS,False,attack,Car,Guns
147,2015-02-13,shot,unarmed,35.0,M,Hispanic,Reading,PA,False,other,Not fleeing,Unarmed
148,2015-02-13,shot,gun,27.0,M,White,McLemoresville,TN,False,attack,Not fleeing,Guns
154,2015-02-13,shot,knife,37.0,M,Hispanic,San Manuel,AZ,True,other,Not fleeing,Sharp objects
149,2015-02-14,shot,gun,16.0,M,White,Essex,MD,True,attack,Car,Guns
155,2015-02-14,shot,gun,51.0,M,White,Laredo,TX,False,attack,Not fleeing,Guns
151,2015-02-15,shot,gun,34.0,M,White,Iuka,MS,False,attack,Foot,Guns
153,2015-02-15,shot,hatchet,34.0,M,White,Colton,OR,True,other,Not fleeing,Blunt instruments
150,2015-02-15,shot and Tasered,unarmed,25.0,M,Black,Miami Gardens,FL,True,other,Not fleeing,Unarmed
156,2015-02-16,shot,gun,56.0,M,White,Marana,AZ,False,attack,Not fleeing,Guns
157,2015-02-16,shot,gun,26.0,M,White,Boise,ID,False,attack,Not fleeing,Guns
158,2015-02-16,shot,toy weapon,24.0,M,White,Provo,UT,True,attack,Not fleeing,Other unusual objects
130,2015-02-17,shot,gun,43.0,F,White,Gaston County,NC,False,attack,Not fleeing,Guns
159,2015-02-17,shot,unarmed,31.0,M,White,Springfield,MO,False,other,Foot,Unarmed
160,2015-02-17,shot,gun,32.0,M,White,Eaton Rapids Township,MI,False,attack,Not fleeing,Guns
161,2015-02-17,shot,toy weapon,30.0,M,White,Tewksbury,MA,False,attack,Foot,Other unusual objects
162,2015-02-17,shot,unknown,50.0,M,Hispanic,Del Rio,TX,False,other,Not fleeing,Unknown
163,2015-02-18,shot,unknown,20.0,F,Black,Charlotte,NC,True,other,Not fleeing,Unknown
165,2015-02-20,shot,unarmed,31.0,M,Hispanic,Euless,TX,False,other,Not fleeing,Unarmed
166,2015-02-20,shot,gun,38.0,M,Black,Homewood,AL,False,attack,Not fleeing,Guns
255,2015-02-20,shot,gun,77.0,M,Black,Birmingham,AL,True,attack,Not fleeing,Guns
584,2015-02-20,shot,gun,37.11793090137039,M,Hispanic,Houston,TX,False,attack,Car,Guns
167,2015-02-21,shot,gun,41.0,M,White,Ruidoso,NM,False,attack,Not fleeing,Guns
168,2015-02-21,shot,knife,51.0,M,White,Indianapolis,IN,False,attack,Not fleeing,Sharp objects
170,2015-02-22,shot,gun,50.0,M,White,Palm Bay,FL,False,attack,Not fleeing,Guns
172,2015-02-23,shot,gun,47.0,M,White,Denham Springs,LA,True,attack,Not fleeing,Guns
174,2015-02-23,shot,knife,37.0,M,White,Powder Springs,GA,False,other,Not fleeing,Sharp objects
175,2015-02-23,shot,gun,41.0,M,White,Clarkesville,GA,False,attack,Foot,Guns
176,2015-02-23,shot,gun,16.0,M,Black,Millbrook,AL,False,attack,Not fleeing,Guns
266,2015-02-23,shot and Tasered,knife,42.0,M,White,Allentown,PA,False,attack,Car,Sharp objects
371,2015-02-23,shot and Tasered,unarmed,39.0,M,White,Omaha,NE,False,other,Not fleeing,Unarmed
177,2015-02-24,shot and Tasered,knife,30.0,M,White,Green Bay,WI,True,attack,Not fleeing,Sharp objects
178,2015-02-25,shot,unknown,27.0,M,Black,Oklahoma City,OK,False,other,Car,Unknown
179,2015-02-25,shot,gun,43.0,M,White,Las Vegas,NV,True,attack,Not fleeing,Guns
181,2015-02-26,shot,gun,42.0,M,Hispanic,Lakeland,FL,False,attack,Foot,Guns
182,2015-02-26,shot,knife,21.0,M,Hispanic,San Francisco,CA,False,other,Not fleeing,Sharp objects
183,2015-02-26,shot,unarmed,49.0,M,White,Gulfport,MS,False,other,Not fleeing,Unarmed
184,2015-02-26,shot,gun,34.0,F,White,Sylvester,GA,False,attack,Car,Guns
180,2015-02-26,shot and Tasered,unarmed,31.0,M,White,Terre Haute,IN,False,other,Not fleeing,Unarmed
185,2015-02-27,shot,unarmed,27.0,M,Hispanic,Santa Ana,CA,False,undetermined,Not fleeing,Unarmed
186,2015-02-28,shot,gun,24.0,M,White,Pelzer,SC,False,attack,Not fleeing,Guns
188,2015-02-28,shot,unarmed,34.0,M,Black,St Louis,MO,False,other,Car,Unarmed
189,2015-02-28,shot,knife,28.0,F,Hispanic,Tucson,AZ,False,other,Not fleeing,Sharp objects
190,2015-02-28,shot,gun,28.0,M,Black,Columbia,MO,False,attack,Car,Guns
191,2015-02-28,shot,gun,40.0,M,Black,Tarboro,NC,True,attack,Car,Guns
192,2015-02-28,shot,gun,37.0,F,White,La Paz County,AZ,False,attack,Car,Guns
187,2015-02-28,shot and Tasered,unarmed,17.0,M,White,Roxand Township,MI,False,attack,Not fleeing,Unarmed
195,2015-03-01,shot,gun,35.0,M,Asian,Houston,TX,False,attack,Not fleeing,Guns
268,2015-03-01,shot,gun,49.0,M,White,Barton,MS,False,attack,Not fleeing,Guns
194,2015-03-01,shot and Tasered,unarmed,43.0,M,Black,Los Angeles,CA,True,attack,Not fleeing,Unarmed
196,2015-03-02,shot,gun,20.0,M,Black,Joilet,IL,False,other,Foot,Guns
197,2015-03-03,shot,gun,25.0,M,Black,Salisbury,MD,False,attack,Not fleeing,Guns
198,2015-03-03,shot,knife,25.0,M,White,Tempe,AZ,False,attack,Not fleeing,Sharp objects
199,2015-03-04,shot,unarmed,26.0,M,White,Deltona,FL,False,other,Not fleeing,Unarmed
249,2015-03-04,shot,gun,28.0,M,Asian,Stockton,CA,False,attack,Not fleeing,Guns
200,2015-03-05,shot,knife,45.0,M,Black,Milwaukee,WI,True,other,Not fleeing,Sharp objects
201,2015-03-05,shot,unarmed,36.0,M,Hispanic,Burbank,CA,False,other,Car,Unarmed
202,2015-03-05,shot,gun,34.0,M,White,Lincoln,NE,False,attack,Not fleeing,Guns
203,2015-03-06,shot,unarmed,19.0,M,Black,Madison,WI,False,attack,Foot,Unarmed
269,2015-03-06,shot,unarmed,37.0,M,Black,Aurora,CO,False,undetermined,Foot,Unarmed
270,2015-03-06,shot,unknown,48.0,M,Black,Putnam Hall,FL,False,other,Not fleeing,Unknown
271,2015-03-07,shot,gun,29.0,M,White,Phoenix,AZ,False,attack,Not fleeing,Guns
204,2015-03-08,shot,knife,43.0,F,Black,Anaheim,CA,True,other,Not fleeing,Sharp objects
272,2015-03-08,shot,gun,40.0,M,Hispanic,Oklahoma City,OK,False,attack,Not fleeing,Guns
273,2015-03-08,shot,unknown,35.0,M,White,Claymont,DE,False,attack,Car,Unknown
205,2015-03-09,shot,unarmed,27.0,M,Black,Atlanta,GA,True,other,Not fleeing,Unarmed
274,2015-03-09,shot,gun,58.0,M,White,Brevard,NC,False,attack,Not fleeing,Guns
275,2015-03-09,shot,gun,46.0,M,White,Dinosaur,CO,False,attack,Not fleeing,Guns
276,2015-03-09,shot,gun,30.0,M,Black,Cocoa,FL,False,attack,Not fleeing,Guns
206,2015-03-10,shot,gun,64.0,M,Black,Cleveland,OH,False,attack,Not fleeing,Guns
278,2015-03-10,shot,gun,31.0,M,Black,Baton Rouge,LA,False,attack,Not fleeing,Guns
536,2015-03-10,shot,knife,23.0,M,White,Port Wentworth,GA,False,attack,Not fleeing,Sharp objects
883,2015-03-10,shot,sword,37.0,M,Hispanic,Ontario,CA,True,other,Car,Sharp objects
248,2015-03-11,shot,unknown,37.0,M,Black,Elkton,MD,False,other,Not fleeing,Unknown
277,2015-03-11,shot,gun,31.0,M,White,Memphis,TN,True,attack,Not fleeing,Guns
279,2015-03-11,shot,gun,39.0,M,Hispanic,Santa Ana,CA,False,attack,Not fleeing,Guns
281,2015-03-11,shot,toy weapon,31.0,M,White,Kingman,AZ,True,attack,Not fleeing,Other unusual objects
307,2015-03-11,shot,gun,54.0,M,White,Bay Minette,AL,False,attack,Not fleeing,Guns
581,2015-03-11,shot,gun,53.0,M,White,Hoover,AL,True,attack,Not fleeing,Guns
796,2015-03-11,shot,unknown,25.0,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,Unknown
282,2015-03-12,shot,unarmed,35.0,M,Black,Washington,DC,True,other,Not fleeing,Unarmed
207,2015-03-13,shot,gun,41.0,M,Hispanic,Napa,CA,False,other,Other,Guns
283,2015-03-13,shot,gun,59.0,M,White,Kansas City,MO,False,attack,Not fleeing,Guns
289,2015-03-13,shot,knife,36.0,M,White,Fontana,CA,False,attack,Not fleeing,Sharp objects
351,2015-03-13,shot,unarmed,32.0,M,Hispanic,Walnut Creek,CA,False,other,Foot,Unarmed
208,2015-03-14,shot,knife,53.0,M,White,Follansbee,WV,False,other,Not fleeing,Sharp objects
209,2015-03-14,shot,gun,26.0,M,White,Kenosha,WI,False,attack,Car,Guns
287,2015-03-14,shot,gun,29.0,M,Hispanic,San Antonio,TX,True,attack,Not fleeing,Guns
210,2015-03-15,shot,machete,27.0,M,White,Ruth,MS,False,other,Not fleeing,Sharp objects
212,2015-03-16,shot,gun,28.0,M,White,St. Paul,MN,True,attack,Not fleeing,Guns
213,2015-03-16,shot,gun,52.0,M,White,Gastonia,NC,True,attack,Not fleeing,Guns
216,2015-03-17,shot,gun,49.0,M,White,Medford,OR,True,attack,Not fleeing,Guns
217,2015-03-17,shot,gun,24.0,M,White,Dublin,NC,False,attack,Foot,Guns
221,2015-03-17,shot,unknown,24.0,F,White,San Francisco,CA,True,other,Not fleeing,Unknown
290,2015-03-17,shot,gun,20.0,M,White,Onalaska,TX,True,attack,Not fleeing,Guns
292,2015-03-17,shot,unarmed,22.0,M,Hispanic,Sacramento,CA,False,undetermined,Car,Unarmed
225,2015-03-18,shot,gun,49.0,F,White,Glendale,AZ,False,attack,Not fleeing,Guns
226,2015-03-18,shot,gun,64.0,M,White,Tallahassee,FL,False,attack,Not fleeing,Guns
294,2015-03-18,shot,knife,47.0,M,White,Bakersfield,CA,False,other,Not fleeing,Sharp objects
228,2015-03-19,shot,box cutter,39.0,M,White,Lawrence County,AL,True,other,Not fleeing,Sharp objects
229,2015-03-19,shot,unarmed,18.0,M,Black,Cleveland,OH,False,attack,Not fleeing,Unarmed
230,2015-03-19,shot,gun,31.0,M,White,Middleton,ID,False,attack,Not fleeing,Guns
265,2015-03-19,shot,gun,16.0,M,Black,Jacksonville,FL,False,attack,Car,Guns
295,2015-03-19,shot,unarmed,20.0,M,White,Sumas,WA,True,attack,Not fleeing,Unarmed
306,2015-03-19,shot,gun,36.0,M,White,Bakersfield,CA,False,attack,Not fleeing,Guns
308,2015-03-20,shot,machete,63.0,M,Black,New Orleans,LA,True,attack,Not fleeing,Sharp objects
310,2015-03-20,shot,gun,34.0,M,White,Coal County,OK,False,attack,Not fleeing,Guns
531,2015-03-20,shot,gun,24.0,M,Native,Red Valley,AZ,False,attack,Car,Guns
235,2015-03-21,shot,gun,21.0,M,White,Cottonwood,AZ,False,attack,Not fleeing,Guns
309,2015-03-21,shot,gun,44.0,M,White,Clarendon,NY,False,attack,Car,Guns
311,2015-03-21,shot,gun,60.0,M,White,Harmony,IN,True,attack,Not fleeing,Guns
312,2015-03-21,shot,gun,42.0,M,White,Columbus,OH,False,attack,Not fleeing,Guns
231,2015-03-22,shot,knife,37.0,M,White,Vallejo,CA,True,other,Not fleeing,Sharp objects
233,2015-03-22,shot and Tasered,knife,36.0,M,White,Portland,OR,True,other,Foot,Sharp objects
234,2015-03-22,shot and Tasered,unknown,21.0,M,Black,Islip,NY,False,attack,Car,Unknown
237,2015-03-23,shot,gun,24.0,M,Black,Santa Clara,CA,False,attack,Not fleeing,Guns
238,2015-03-24,shot,gun,29.0,M,Black,Portsmouth,VA,True,attack,Car,Guns
247,2015-03-24,shot,gun,57.0,M,White,San Jose,CA,True,attack,Not fleeing,Guns
313,2015-03-24,shot,gun,38.0,M,White,Fond du Lac,WI,False,attack,Not fleeing,Guns
239,2015-03-25,shot,unknown,23.0,M,Black,Smyrna,GA,False,other,Car,Unknown
240,2015-03-25,shot,gun,27.0,M,Black,Johnsonville,SC,False,attack,Foot,Guns
241,2015-03-25,shot,gun,28.0,M,Hispanic,South Los Angeles,CA,False,attack,Foot,Guns
242,2015-03-25,shot and Tasered,gun,63.0,M,White,Glendale,AZ,True,other,Not fleeing,Guns
246,2015-03-26,shot,gun,53.0,F,White,Gardner,KS,False,attack,Not fleeing,Guns
250,2015-03-26,shot,knife,35.0,M,Hispanic,Wilmington,CA,True,other,Not fleeing,Sharp objects
245,2015-03-27,shot,knife,26.0,F,Black,Oxnard,CA,False,other,Not fleeing,Sharp objects
251,2015-03-27,shot,gun,42.0,M,White,Fort Ashby,WV,False,attack,Car,Guns
254,2015-03-27,shot,gun,41.0,M,Black,Boston,MA,False,attack,Not fleeing,Guns
256,2015-03-27,shot,gun,56.0,M,White,Encinitas,CA,True,attack,Not fleeing,Guns
257,2015-03-27,shot,knife,39.0,M,Black,Fort Pierce,FL,False,other,Not fleeing,Sharp objects
258,2015-03-27,shot,toy weapon,23.0,M,Hispanic,Bakersfield,CA,False,attack,Car,Other unusual objects
316,2015-03-27,shot,gun,40.0,M,White,Webster,MA,False,attack,Foot,Guns
252,2015-03-29,shot,gun,29.0,M,Black,Elizabethtown,KY,False,attack,Not fleeing,Guns
264,2015-03-29,shot,unknown,26.0,M,White,Jasper,OH,False,attack,Car,Unknown
262,2015-03-30,shot,gun,49.0,M,White,Eugene,OR,True,attack,Not fleeing,Guns
259,2015-03-31,shot,gun,36.0,M,White,Carollwood,FL,False,attack,Not fleeing,Guns
261,2015-03-31,shot,toy weapon,21.0,M,Hispanic,Baytown,TX,False,attack,Not fleeing,Other unusual objects
263,2015-03-31,shot,unknown,27.0,F,Black,Fort Meade,MD,False,other,Car,Unknown
267,2015-04-01,shot,gun,37.0,M,Black,Hawthorne,CA,False,attack,Not fleeing,Guns
533,2015-04-01,shot,knife,36.0,M,White,Hamilton,NJ,False,attack,Not fleeing,Sharp objects
286,2015-04-02,shot,gun,32.0,M,Black,Rock Island,IL,False,attack,Foot,Guns
291,2015-04-02,shot,unarmed,44.0,M,Black,Tulsa,OK,False,other,Not fleeing,Unarmed
303,2015-04-02,shot,gun,27.0,M,White,Pineville,LA,True,attack,Not fleeing,Guns
288,2015-04-02,shot and Tasered,gun,63.0,M,White,Metropolis,IL,True,attack,Not fleeing,Guns
299,2015-04-03,shot,knife,38.0,M,White,Winchester,VA,False,other,Not fleeing,Sharp objects
296,2015-04-04,shot,gun,17.0,M,Black,Zion,IL,False,attack,Foot,Guns
300,2015-04-04,shot,gun,31.0,M,Black,Orange,CA,False,attack,Not fleeing,Guns
302,2015-04-04,shot,gun,34.0,M,White,Edgewood,NM,True,attack,Car,Guns
297,2015-04-04,shot and Tasered,unarmed,50.0,M,Black,North Charleston,SC,False,other,Foot,Unarmed
301,2015-04-05,shot,knife,51.0,M,White,Phoenix,AZ,True,other,Not fleeing,Sharp objects
304,2015-04-05,shot,gun,56.0,M,White,Tehachapi,CA,False,attack,Not fleeing,Guns
298,2015-04-06,shot,gun,23.0,M,White,Indianapolis,IN,True,attack,Not fleeing,Guns
318,2015-04-06,shot,gun,25.0,M,Black,Harvey,LA,False,attack,Foot,Guns
322,2015-04-06,shot,gun,31.0,M,White,Jefferson County,ID,False,attack,Car,Guns
319,2015-04-07,shot,gun,32.0,M,White,Pottawatomie County,OK,False,attack,Car,Guns
329,2015-04-08,shot,gun,60.0,M,White,San Antonio,TX,False,attack,Car,Guns
330,2015-04-08,shot,unknown,42.0,M,Black,Valdosta,GA,False,attack,Car,Unknown
331,2015-04-08,shot,gun,39.0,M,Hispanic,Los Angeles,CA,False,attack,Foot,Guns
359,2015-04-08,shot,knife,28.0,M,Asian,Sunnyvale,CA,True,other,Not fleeing,Sharp objects
332,2015-04-09,shot,sword,22.0,M,White,Navarre,FL,False,attack,Not fleeing,Sharp objects
333,2015-04-09,shot,gun,29.0,M,Black,Monon,IN,False,attack,Car,Guns
340,2015-04-09,shot,gun,31.0,M,White,Straban Township,PA,True,attack,Not fleeing,Guns
343,2015-04-09,shot,gun,28.0,M,White,Boiling Springs,SC,False,attack,Not fleeing,Guns
335,2015-04-10,shot,knife,21.0,M,Hispanic,Corning,CA,False,attack,Not fleeing,Sharp objects
377,2015-04-10,shot,gun,38.0,M,White,Topeka,KS,False,attack,Car,Guns
358,2015-04-11,shot,gun,66.0,M,White,Sand Springs,OK,True,attack,Not fleeing,Guns
355,2015-04-12,shot,gun,36.0,M,Black,Indianapolis,IN,False,attack,Foot,Guns
357,2015-04-12,shot,machete,83.0,M,White,Oklahoma City,OK,True,other,Not fleeing,Sharp objects
362,2015-04-12,shot,gun,32.0,M,White,Salemburg,NC,True,attack,Car,Guns
356,2015-04-13,shot,gun,27.0,M,Hispanic,Alton,IL,False,attack,Not fleeing,Guns
363,2015-04-14,shot,unknown,26.0,M,Black,DeSoto,TX,False,undetermined,Foot,Unknown
364,2015-04-14,shot,machete,31.0,M,White,Jonesboro,AR,True,attack,Not fleeing,Sharp objects
365,2015-04-15,shot,gun,22.0,M,Black,Miami,FL,False,undetermined,Foot,Guns
366,2015-04-15,shot,knife,41.0,M,Black,Spartanburg,SC,False,attack,Not fleeing,Sharp objects
367,2015-04-15,shot,unarmed,41.0,M,Black,Houston,TX,False,other,Car,Unarmed
368,2015-04-15,shot,toy weapon,51.0,M,White,Columbia,MO,False,attack,Car,Other unusual objects
