id,Dia,Manera_de_la_muerte,Arma,Edad,Genero,Raza,Ciudad,Estado,Signos_de_enfermedades_mentales,Nivel_de_amenaza,flee,Categoria_de_armas
1093,2015-12-14,shot,unknown,19.0,M,Hispanic,Gilroy,CA,False,undetermined,Other,Unknown
1094,2015-12-14,shot,gun,45.0,M,Hispanic,Las Vegas,NV,False,attack,Not fleeing,Guns
1095,2015-12-14,shot,gun,33.0,M,White,Mount Hope,WV,False,attack,Not fleeing,Guns
1088,2015-12-14,shot and Tasered,knife,52.0,M,White,Middle River,MD,True,other,Not fleeing,Sharp objects
1096,2015-12-15,shot,unknown,51.0,M,Black,Dallas,NC,False,attack,Car,Unknown
1097,2015-12-16,shot,knife,37.11793090137039,M,White,Camarillo,CA,True,attack,Not fleeing,Sharp objects
1098,2015-12-17,shot,machete,25.0,M,White,Kent,OH,True,other,Not fleeing,Sharp objects
1099,2015-12-17,shot,gun,24.0,M,White,Modesto,CA,False,attack,Other,Guns
1100,2015-12-18,shot,gun,22.0,F,White,Northwood,OH,False,attack,Other,Guns
1101,2015-12-18,shot,unknown,32.0,M,White,Knoxville,TN,False,attack,Car,Unknown
1102,2015-12-18,shot,toy weapon,58.0,M,Hispanic,Taos,NM,True,attack,Not fleeing,Other unusual objects
1103,2015-12-19,shot,gun,24.0,M,Black,Concord,VA,False,attack,Other,Guns
1105,2015-12-19,shot,unknown,26.0,M,Hispanic,Los Angeles,CA,True,attack,Not fleeing,Unknown
1106,2015-12-20,shot,gun,30.0,M,Black,Palmdale,CA,False,attack,Not fleeing,Guns
1107,2015-12-20,shot,gun,31.0,M,Hispanic,Amarillo,TX,True,attack,Not fleeing,Guns
1108,2015-12-21,shot,gun,34.0,M,Hispanic,Hemet,CA,False,attack,Not fleeing,Guns
1109,2015-12-21,shot,gun,48.0,M,Black,Douglasville,GA,False,attack,Not fleeing,Guns
1110,2015-12-21,shot,unarmed,37.11793090137039,M,Black,Breaux Bridge,LA,True,other,Not fleeing,Unarmed
1111,2015-12-21,shot,gun,21.0,M,White,Canaan Township,PA,True,attack,Not fleeing,Guns
1112,2015-12-21,shot,gun,39.0,M,White,Deltona,FL,False,attack,Not fleeing,Guns
1113,2015-12-21,shot,gun,25.0,M,Black,Aurora,CO,False,attack,Not fleeing,Guns
1119,2015-12-21,shot,gun,30.0,M,White,Smartsville,CA,False,attack,Not fleeing,Guns
1115,2015-12-22,shot,gun,56.0,M,White,Burlington,VT,False,attack,Not fleeing,Guns
1116,2015-12-22,shot,unknown,29.0,M,White,Brooksville,FL,False,undetermined,Car,Unknown
1117,2015-12-22,shot,gun,19.0,M,Hispanic,Albuquerque,NM,False,undetermined,Foot,Guns
1118,2015-12-23,shot,unarmed,35.0,M,Black,Dearborn,MI,True,other,Not fleeing,Unarmed
1120,2015-12-24,shot,unknown,36.0,M,White,Winnsboro,LA,False,other,Car,Unknown
1126,2015-12-24,shot,gun,24.0,M,Black,Lansing,MI,False,attack,Not fleeing,Guns
1127,2015-12-24,shot,knife,23.0,M,Hispanic,Porterville,CA,False,other,Not fleeing,Sharp objects
1125,2015-12-25,shot,knife,31.0,M,White,Palo Alto,CA,True,attack,Not fleeing,Sharp objects
1121,2015-12-26,shot,brick,41.0,M,White,Phoenix,AZ,True,other,Not fleeing,Blunt instruments
1123,2015-12-26,shot,unarmed,55.0,F,Black,Chicago,IL,False,other,Other,Unarmed
1124,2015-12-26,shot,baseball bat,19.0,M,Black,Chicago,IL,True,undetermined,Not fleeing,Blunt instruments
1151,2015-12-26,shot,gun,38.0,M,Hispanic,Homedale,ID,False,attack,Not fleeing,Guns
1128,2015-12-27,shot,unknown,36.0,M,White,Lucedale,MS,False,undetermined,Car,Unknown
1132,2015-12-27,shot,knife,34.0,M,White,Tempe,AZ,True,other,Not fleeing,Sharp objects
1143,2015-12-27,shot,unknown,52.0,M,White,Franklin,LA,False,undetermined,Not fleeing,Unknown
1131,2015-12-28,shot,toy weapon,28.0,M,White,Suffolk,VA,False,attack,Not fleeing,Other unusual objects
1133,2015-12-29,shot,knife,50.0,F,Other,Santa Nella,CA,True,other,Not fleeing,Sharp objects
1134,2015-12-29,shot,unknown,37.11793090137039,M,Asian,Rosemead,CA,False,undetermined,Not fleeing,Unknown
1135,2015-12-30,shot,knife,55.0,M,Hispanic,Fresno,CA,False,attack,Not fleeing,Sharp objects
1137,2015-12-31,shot,unarmed,23.0,M,Black,Las Vegas,NV,False,other,Not fleeing,Unarmed
1139,2016-01-01,shot,knife,30.0,M,White,San Diego,CA,False,other,Not fleeing,Sharp objects
1195,2016-01-02,shot,gun,54.0,M,White,Maryneal,TX,False,attack,Car,Guns
1198,2016-01-02,shot,gun,37.0,M,White,Sioux Falls,SD,False,attack,Not fleeing,Guns
1138,2016-01-02,shot and Tasered,knife,37.0,M,White,Livingston,MT,False,other,Not fleeing,Sharp objects
1140,2016-01-03,shot,gun,30.0,M,Black,Charlotte,NC,False,attack,Not fleeing,Guns
1142,2016-01-04,shot,unknown,27.0,M,Black,Ragley,LA,False,undetermined,Not fleeing,Unknown
1144,2016-01-04,shot,gun,22.0,M,Black,Oklahoma City,OK,False,attack,Foot,Guns
1145,2016-01-05,shot,unknown,29.0,M,White,Olympia,WA,False,attack,Foot,Unknown
1146,2016-01-05,shot,knife,39.0,M,White,Johnson City,TN,False,other,Foot,Sharp objects
1147,2016-01-05,shot,gun,33.0,M,Black,Charlotte,NC,False,attack,Not fleeing,Guns
1148,2016-01-05,shot,gun,52.0,M,White,Redding,CA,True,other,Not fleeing,Guns
1149,2016-01-05,shot,hand torch,28.0,M,Hispanic,Ceres,CA,False,other,Foot,Other unusual objects
1160,2016-01-05,shot and Tasered,knife,54.0,M,White,Upper Darby,PA,True,other,Not fleeing,Sharp objects
1150,2016-01-06,shot,toy weapon,38.0,M,White,Zion,IL,True,other,Foot,Other unusual objects
1153,2016-01-06,shot,gun,32.0,M,Hispanic,Carrizozo,NM,True,attack,Not fleeing,Guns
1154,2016-01-06,shot,gun,34.0,M,White,Daviess County,KY,False,attack,Not fleeing,Guns
1157,2016-01-08,shot,knife,26.0,M,White,Geneva,WI,False,other,Not fleeing,Sharp objects
1158,2016-01-08,shot,gun,50.0,M,White,Acworth,GA,True,attack,Not fleeing,Guns
1156,2016-01-10,shot,chain saw,37.0,M,White,Kelso,WA,True,other,Not fleeing,Sharp objects
1159,2016-01-10,shot,toy weapon,45.0,F,White,Rising Sun,MD,True,attack,Not fleeing,Other unusual objects
1162,2016-01-11,shot,unknown,56.0,M,White,San Fernando,CA,False,attack,Car,Unknown
1163,2016-01-11,shot,toy weapon,45.0,M,White,Cincinnati,OH,True,attack,Foot,Other unusual objects
1164,2016-01-11,shot,gun,32.0,M,White,Denver,CO,False,other,Not fleeing,Guns
1165,2016-01-11,shot,unarmed,12.0,F,White,Penn Township,PA,False,other,Not fleeing,Unarmed
1166,2016-01-12,shot,knife,49.0,M,Native,Spenard,AK,True,other,Not fleeing,Sharp objects
1167,2016-01-12,shot,gun,58.0,M,White,Norfolk,VA,True,attack,Not fleeing,Guns
1183,2016-01-13,shot,gun,29.0,M,White,Sevierville,TN,False,other,Foot,Guns
1197,2016-01-13,shot,gun,60.0,M,White,Cle Elum,WA,True,attack,Not fleeing,Guns
1168,2016-01-14,shot,gun,40.0,M,White,Hurst,IL,True,attack,Not fleeing,Guns
1169,2016-01-14,shot,knife,39.0,M,Hispanic,Santa Clarita,CA,False,other,Not fleeing,Sharp objects
1180,2016-01-15,shot,gun,26.0,M,White,Elkins,WV,False,attack,Not fleeing,Guns
1196,2016-01-15,shot,gun,24.0,M,Black,Southfield,MI,False,attack,Not fleeing,Guns
1172,2016-01-16,shot,toy weapon,34.0,M,Hispanic,Hollywood Hills,CA,False,other,Foot,Other unusual objects
1173,2016-01-16,shot,gun,27.0,M,White,San Antonio,TX,False,attack,Foot,Guns
1176,2016-01-16,shot,toy weapon,44.0,M,White,Beaverton,OR,False,other,Not fleeing,Other unusual objects
1177,2016-01-16,shot,unarmed,25.0,F,White,El Cajon,CA,False,other,Car,Unarmed
1179,2016-01-16,shot,unknown,55.0,M,White,Petroleum,WV,False,other,Car,Unknown
1181,2016-01-16,shot,gun,19.0,M,Black,Belle Glade,FL,False,attack,Foot,Guns
1170,2016-01-17,shot,gun,52.0,M,Black,St. Louis,MO,False,attack,Not fleeing,Guns
1175,2016-01-17,shot,gun,31.0,M,White,Salt Lake City,UT,False,attack,Foot,Guns
1188,2016-01-17,shot,unarmed,26.0,M,White,Mesa,AZ,False,other,Not fleeing,Unarmed
1171,2016-01-17,shot and Tasered,knife,24.0,M,Hispanic,North Hills,CA,False,other,Not fleeing,Sharp objects
1174,2016-01-17,shot and Tasered,gun,38.0,M,White,Rainbow City,AL,False,other,Not fleeing,Guns
1178,2016-01-18,shot,gun,33.0,M,White,Tucson,AZ,True,attack,Not fleeing,Guns
1182,2016-01-18,shot,toy weapon,28.0,M,White,Orlando,FL,False,other,Not fleeing,Other unusual objects
1184,2016-01-18,shot,knife,27.0,M,White,Medford,OR,False,other,Foot,Sharp objects
1186,2016-01-18,shot,gun,39.0,M,White,Phoenix,AZ,True,attack,Not fleeing,Guns
1189,2016-01-18,shot,garden tool,29.0,M,White,Union City,CA,True,other,Not fleeing,Blunt instruments
1185,2016-01-19,shot,gun,36.0,M,White,Dallas,TX,False,attack,Car,Guns
1187,2016-01-19,shot,knife,55.0,M,White,Statesville,NC,True,other,Not fleeing,Sharp objects
1190,2016-01-19,shot,gun,28.0,M,White,Valdosta,GA,False,attack,Not fleeing,Guns
1191,2016-01-20,shot,gun,40.0,M,Black,Port Barre,LA,False,attack,Not fleeing,Guns
1194,2016-01-20,shot,gun,33.0,M,White,Meridianville,AL,False,other,Foot,Guns
1202,2016-01-20,shot,knife,37.0,M,White,Kerrville,TX,False,other,Other,Sharp objects
1201,2016-01-21,shot,gun,39.0,M,Black,Eufaula,OK,True,attack,Car,Guns
1200,2016-01-23,shot,toy weapon,43.0,M,White,Clanton,AL,False,other,Not fleeing,Other unusual objects
1199,2016-01-25,shot and Tasered,knife,38.0,M,Hispanic,Reno,NV,True,other,Not fleeing,Sharp objects
1203,2016-01-26,shot,gun,55.0,M,White,Burns,OR,False,other,Not fleeing,Guns
1204,2016-01-27,shot,gun,52.0,M,White,Mountain Pine,AR,False,attack,Not fleeing,Guns
1205,2016-01-27,shot,gun,32.0,M,Black,Memphis,TN,False,attack,Other,Guns
1206,2016-01-27,shot,gun,31.0,M,Hispanic,Santa Fe,NM,False,attack,Not fleeing,Guns
1207,2016-01-27,shot,knife,27.0,M,White,Latta,SC,False,other,Not fleeing,Sharp objects
1208,2016-01-27,shot,toy weapon,40.0,M,Asian,Lenoir City,TN,True,other,Not fleeing,Other unusual objects
1209,2016-01-27,shot,unknown,31.0,F,Black,Dearborn,MI,True,other,Car,Unknown
1210,2016-01-27,shot,gun,30.0,M,White,Mansfield,TX,False,attack,Car,Guns
1212,2016-01-27,shot,gun,26.0,M,Hispanic,Cobb County,GA,False,attack,Car,Guns
1213,2016-01-28,shot,unknown,32.0,F,Native,Tacoma,WA,False,other,Not fleeing,Unknown
1214,2016-01-28,shot,gun,33.0,M,White,Omaha,NE,True,attack,Foot,Guns
1215,2016-01-28,shot,gun,19.0,M,Black,Clackamas County,OR,True,other,Not fleeing,Guns
1216,2016-01-29,shot,gun,33.0,M,Black,Lynn,MA,False,attack,Other,Guns
1218,2016-01-29,shot,gun,29.0,M,Black,Irving,TX,False,other,Not fleeing,Guns
1226,2016-01-29,shot,unknown,41.0,F,White,Phenix City,AL,False,attack,Car,Unknown
1221,2016-01-30,shot,gun,29.0,M,Black,Chicago,IL,False,attack,Not fleeing,Guns
1222,2016-01-30,shot,scissors,38.0,M,Hispanic,Fort Collins,CO,False,other,Not fleeing,Sharp objects
1224,2016-01-30,shot,gun,64.0,M,Hispanic,Rossville,GA,True,attack,Not fleeing,Guns
1230,2016-01-30,shot,gun,42.0,M,White,Sugar Creek,MO,False,attack,Car,Guns
1223,2016-01-31,shot,knife,46.0,M,Hispanic,Immokalee,FL,False,other,Not fleeing,Sharp objects
1288,2016-01-31,shot,gun,42.0,M,White,Bakersfield,CA,False,attack,Car,Guns
1220,2016-01-31,shot and Tasered,knife,37.0,M,Black,Wilkinsburg,PA,True,attack,Not fleeing,Sharp objects
1225,2016-01-31,shot and Tasered,unarmed,25.0,M,White,Saginaw,TX,False,attack,Not fleeing,Unarmed
1219,2016-02-01,shot,toy weapon,36.0,M,Black,Washington,DC,False,attack,Foot,Other unusual objects
1232,2016-02-01,shot,gun,21.0,M,Hispanic,Albuquerque,NM,True,attack,Car,Guns
1231,2016-02-02,shot and Tasered,knife,30.0,M,White,Rancho Cordova,CA,True,other,Not fleeing,Sharp objects
1233,2016-02-03,shot,gun,53.0,M,White,Schulter,OK,False,attack,Not fleeing,Guns
1234,2016-02-03,shot,gun,31.0,M,Hispanic,Ocala,FL,True,attack,Not fleeing,Guns
1235,2016-02-03,shot,gun,22.0,M,Native,Rosebud,SD,False,attack,Not fleeing,Guns
1236,2016-02-04,shot,knife,24.0,M,White,Mesa,AZ,True,other,Not fleeing,Sharp objects
1237,2016-02-04,shot,unarmed,36.0,M,Black,San Antonio,TX,False,other,Not fleeing,Unarmed
1238,2016-02-04,shot,gun,47.0,M,White,Kansas City,MO,False,attack,Foot,Guns
1243,2016-02-04,shot,toy weapon,54.0,M,White,Perry Township,OH,False,attack,Not fleeing,Other unusual objects
1250,2016-02-04,shot,gun,43.0,M,Hispanic,El Paso,TX,False,attack,Not fleeing,Guns
1242,2016-02-05,shot,unknown,38.0,M,Other,Hilo,HI,False,other,Car,Unknown
1246,2016-02-05,shot,gun,30.0,M,White,Milton,FL,False,other,Car,Guns
1248,2016-02-05,shot,gun,51.0,M,White,Union Grove,NC,False,attack,Foot,Guns
1249,2016-02-05,shot,gun,55.0,M,White,Seaside,OR,False,attack,Not fleeing,Guns
1240,2016-02-06,shot,gun,16.0,M,Hispanic,Los Angeles,CA,False,attack,Car,Guns
1239,2016-02-07,shot,gun,23.0,M,Black,Columbus,OH,False,other,Other,Guns
1241,2016-02-07,shot,gun,36.0,M,White,Austin,AR,False,other,Not fleeing,Guns
1245,2016-02-08,shot,gun,33.0,M,Black,Chester,PA,False,attack,Car,Guns
1247,2016-02-08,shot,unarmed,17.0,M,Black,Austin,TX,False,other,Not fleeing,Unarmed
1252,2016-02-08,shot,unknown,22.0,M,Black,New Orleans,LA,False,other,Car,Unknown
1251,2016-02-09,shot,unarmed,22.0,M,Hispanic,Anaheim,CA,False,undetermined,Not fleeing,Unarmed
1256,2016-02-09,shot,gun,29.0,M,Other,Hilo,HI,False,attack,Not fleeing,Guns
1253,2016-02-10,shot,gun,41.0,M,White,Louisville,KY,False,attack,Not fleeing,Guns
1254,2016-02-10,shot,gun,67.0,M,White,Abingdon,MD,False,attack,Not fleeing,Guns
1255,2016-02-10,shot,gun,36.0,M,Native,Barrow,AK,False,attack,Not fleeing,Guns
1257,2016-02-10,shot,knife,52.0,M,White,Roseville,MN,True,attack,Not fleeing,Sharp objects
1260,2016-02-10,shot,gun,56.0,M,Other,Henderson County,TX,True,attack,Not fleeing,Guns
1258,2016-02-11,shot,knife,35.0,M,White,Maiden,NC,True,other,Not fleeing,Sharp objects
1261,2016-02-11,shot,ax,45.0,M,White,Lancaster,CA,False,other,Not fleeing,Blunt instruments
1263,2016-02-11,shot,machete,30.0,M,Black,Columbus,OH,False,attack,Car,Sharp objects
1262,2016-02-12,shot,gun,29.0,M,Black,Boston,MA,True,attack,Not fleeing,Guns
1273,2016-02-12,shot,gun,53.0,M,White,Fort Worth,TX,False,other,Not fleeing,Guns
1276,2016-02-12,shot,gun,32.0,F,Black,Syracuse,NY,True,other,Not fleeing,Guns
1266,2016-02-13,shot,gun,22.0,M,Black,Baton Rouge,LA,True,attack,Car,Guns
1270,2016-02-13,shot,unarmed,24.0,M,Black,Beckville,TX,False,other,Other,Unarmed
1272,2016-02-13,shot,unarmed,19.0,M,Black,Arvonia,VA,False,attack,Not fleeing,Unarmed
1268,2016-02-13,shot and Tasered,gun,29.0,M,Black,Urbandale,IA,False,attack,Not fleeing,Guns
1269,2016-02-14,shot,knife,50.0,M,White,Bradenton,FL,True,other,Not fleeing,Sharp objects
1271,2016-02-14,shot,gun,29.0,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,Guns
1280,2016-02-14,shot,knife,26.0,M,White,Van Nuys,CA,False,other,Not fleeing,Sharp objects
1274,2016-02-15,shot,unknown,39.0,M,White,Yorba Linda,CA,False,undetermined,Not fleeing,Unknown
1282,2016-02-15,shot,gun,52.0,M,Hispanic,Jal,NM,False,attack,Not fleeing,Guns
1275,2016-02-16,shot,knife,51.0,M,White,Fairfield,CT,True,other,Not fleeing,Sharp objects
1278,2016-02-16,shot,unknown,48.0,M,White,Republic,MO,False,attack,Car,Unknown
1279,2016-02-16,shot,gun,30.0,M,White,Mena,AR,False,other,Foot,Guns
1281,2016-02-17,shot,toy weapon,37.0,M,Black,Cincinnati,OH,False,other,Other,Other unusual objects
1285,2016-02-18,shot,unknown,30.0,M,Hispanic,Santa Ana,CA,False,undetermined,Not fleeing,Unknown
1286,2016-02-18,shot,unknown,35.0,M,Hispanic,Santa Ana,CA,False,undetermined,Not fleeing,Unknown
1287,2016-02-18,shot,gun,32.0,M,Hispanic,Reno,TX,False,attack,Not fleeing,Guns
1284,2016-02-18,shot and Tasered,unknown,25.0,M,White,Commerce,GA,False,other,Not fleeing,Unknown
1295,2016-02-19,shot,knife,35.0,M,White,Ogden,UT,True,attack,Not fleeing,Sharp objects
1297,2016-02-19,shot,gun,31.0,M,White,Elizabethton,TN,False,attack,Not fleeing,Guns
1291,2016-02-20,shot,gun,30.0,M,Hispanic,Anaheim,CA,False,attack,Car,Guns
1294,2016-02-20,shot,gun,23.0,M,Hispanic,Albuquerque,NM,False,attack,Foot,Guns
1296,2016-02-20,shot,gun,41.0,M,Black,Lakewood,WA,False,attack,Car,Guns
1298,2016-02-20,shot,gun,45.0,M,White,Iuka,MS,True,attack,Not fleeing,Guns
1289,2016-02-21,shot,unknown,46.0,M,Black,Seattle,WA,False,other,Not fleeing,Unknown
1290,2016-02-21,shot,gun,36.0,F,Native,Phoenix,AZ,True,attack,Foot,Guns
1292,2016-02-21,shot,gun,31.0,F,Black,Inglewood,CA,False,other,Not fleeing,Guns
1293,2016-02-21,shot,unknown,32.0,M,Black,Inglewood,CA,False,other,Not fleeing,Unknown
1305,2016-02-21,shot,gun,38.0,F,Native,Houston,AK,False,attack,Not fleeing,Guns
1301,2016-02-22,shot,gun,33.0,M,Hispanic,Denver,CO,False,attack,Other,Guns
1302,2016-02-22,shot,knife,45.0,M,White,Bakersfield,CA,False,attack,Not fleeing,Sharp objects
1303,2016-02-22,shot,unknown,38.0,M,White,Mission,TX,True,other,Car,Unknown
1304,2016-02-22,shot,toy weapon,22.0,M,White,Fairborn,OH,False,other,Not fleeing,Other unusual objects
1306,2016-02-23,shot,unknown,48.0,M,Black,Baton Rouge,LA,True,attack,Not fleeing,Unknown
1309,2016-02-23,shot,gun,36.0,M,Hispanic,Ripon,CA,False,other,Other,Guns
1317,2016-02-23,shot,gun,26.0,M,White,Phoenix,AZ,True,attack,Not fleeing,Guns
1310,2016-02-23,shot and Tasered,machete,39.0,M,Hispanic,Houston,TX,True,attack,Not fleeing,Sharp objects
1307,2016-02-24,shot,knife,16.0,M,White,Blue Springs,MO,True,other,Not fleeing,Sharp objects
1313,2016-02-24,shot,gun,58.0,M,White,Bailey,CO,True,attack,Not fleeing,Guns
1314,2016-02-24,shot,unknown,27.0,M,Hispanic,Phoenix,AZ,False,other,Car,Unknown
1316,2016-02-24,shot,unknown,26.0,M,Hispanic,Cerritos,CA,False,attack,Not fleeing,Unknown
1318,2016-02-24,shot,unarmed,21.0,M,Black,East Troy,WI,False,other,Car,Unarmed
1312,2016-02-25,shot,gun,37.0,M,White,Evans,CO,False,attack,Foot,Guns
1315,2016-02-25,shot,pole,56.0,M,Black,Montgomery,AL,False,undetermined,Not fleeing,Blunt instruments
1319,2016-02-25,shot,gun,19.0,M,White,Silver Springs,NV,False,attack,Not fleeing,Guns
1320,2016-02-25,shot,gun,38.0,M,Black,Hesston,KS,True,attack,Not fleeing,Guns
1322,2016-02-26,shot,toy weapon,18.0,M,Black,Roanoke,VA,True,other,Not fleeing,Other unusual objects
1324,2016-02-26,shot,unarmed,35.0,M,White,Rapid Valley,SD,False,attack,Not fleeing,Unarmed
1325,2016-02-27,shot,gun,23.0,M,Hispanic,San Antonio,TX,False,attack,Car,Guns
1321,2016-02-28,shot,gun,41.0,M,White,Ashville,AL,False,attack,Not fleeing,Guns
1323,2016-02-28,shot,gun,44.0,M,White,Rapid City,SD,True,attack,Not fleeing,Guns
1327,2016-02-29,shot,gun,24.0,M,Black,Raleigh,NC,False,attack,Foot,Guns
1328,2016-03-01,shot,gun,39.0,M,Hispanic,Palm Bay,FL,True,attack,Not fleeing,Guns
1329,2016-03-01,shot,gun,22.0,M,Hispanic,Euless,TX,True,attack,Not fleeing,Guns
1330,2016-03-01,shot,gun,37.0,M,White,Gautier,MS,False,attack,Not fleeing,Guns
1331,2016-03-02,shot,unarmed,36.0,M,White,Bel Air,MD,True,other,Not fleeing,Unarmed
1341,2016-03-02,shot and Tasered,knife,41.0,M,White,Johnstown,PA,False,other,Not fleeing,Sharp objects
1335,2016-03-03,shot,knife,27.0,M,Hispanic,Gilbert,AZ,False,other,Car,Sharp objects
1342,2016-03-04,shot,unarmed,30.0,M,White,East Bernstadt,KY,False,undetermined,Not fleeing,Unarmed
1334,2016-03-05,shot,gun,34.0,M,White,Cheektowaga,NY,True,attack,Not fleeing,Guns
1336,2016-03-05,shot,gun,22.0,M,White,Beaumont,TX,True,other,Not fleeing,Guns
1332,2016-03-06,shot,gun,51.0,M,White,Azle,TX,True,attack,Not fleeing,Guns
1333,2016-03-06,shot,unarmed,42.0,M,White,Bismarck,ND,False,other,Foot,Unarmed
1340,2016-03-06,shot,gun,41.0,M,Hispanic,South Gate,CA,False,attack,Other,Guns
1339,2016-03-07,shot,gun,49.0,M,White,Rochester,NY,True,attack,Not fleeing,Guns
1343,2016-03-07,shot,knife,45.0,M,White,San Jose,CA,False,other,Not fleeing,Sharp objects
1344,2016-03-07,shot,unknown,45.0,M,White,Topeka,KS,False,undetermined,Not fleeing,Unknown
1345,2016-03-07,shot,gun,42.0,M,White,Billings,MT,False,attack,Not fleeing,Guns
1348,2016-03-07,shot,unknown,41.0,M,Hispanic,Carlsbad,NM,False,other,Car,Unknown
1347,2016-03-08,shot,toy weapon,27.0,M,White,Tampa,FL,True,attack,Not fleeing,Other unusual objects
1349,2016-03-10,shot,toy weapon,37.0,M,White,Biloxi,MS,False,other,Not fleeing,Other unusual objects
1351,2016-03-10,shot,toy weapon,22.0,M,Black,Reno,NV,True,attack,Foot,Other unusual objects
1352,2016-03-10,shot,gun,21.0,M,Hispanic,Long Beach,CA,False,other,Foot,Guns
1353,2016-03-10,shot,gun,50.0,M,White,Odessa,TX,True,attack,Not fleeing,Guns
1354,2016-03-10,shot,unknown,23.0,M,Hispanic,Colorado City,CO,False,attack,Car,Unknown
1350,2016-03-11,shot,gun,25.0,M,Black,Norfolk,VA,False,attack,Not fleeing,Guns
1355,2016-03-11,shot,gun,51.0,M,White,Rosalia,KS,True,attack,Not fleeing,Guns
1375,2016-03-11,shot,knife,46.0,M,White,Clinton,IL,True,other,Not fleeing,Sharp objects
1515,2016-03-11,shot,gun,23.0,M,Hispanic,Newark,CA,False,attack,Foot,Guns
1476,2016-03-12,shot,gun,43.0,M,White,Greensboro,NC,True,attack,Not fleeing,Guns
1357,2016-03-12,shot and Tasered,unarmed,37.0,M,Black,Houston,TX,False,other,Foot,Unarmed
1365,2016-03-12,shot and Tasered,Taser,20.0,M,Black,Houston,TX,False,attack,Not fleeing,Electrical devices
1356,2016-03-13,shot,unknown,45.0,M,White,Glendale,CA,True,attack,Car,Unknown
1358,2016-03-13,shot,unarmed,16.0,M,Hispanic,Addison,TX,False,undetermined,Car,Unarmed
1359,2016-03-13,shot,unarmed,30.0,M,White,Lenoir City,TN,False,other,Car,Unarmed
1360,2016-03-13,shot,gun,26.0,M,White,Piedmont,AL,False,attack,Car,Guns
1361,2016-03-13,shot,gun,24.0,M,Black,Chester,PA,False,attack,Not fleeing,Guns
1362,2016-03-13,shot,hammer,38.0,F,White,Vancouver,WA,True,attack,Not fleeing,Blunt instruments
1379,2016-03-13,shot,gun,28.0,M,Black,Landover,MD,False,other,Not fleeing,Guns
1364,2016-03-14,shot,gun,29.0,M,Black,Chicago,IL,False,attack,Foot,Guns
1366,2016-03-15,shot,gun,34.0,M,White,Russellville,KY,False,other,Foot,Guns
1369,2016-03-15,shot,knife,38.0,M,White,Evansville,IN,False,other,Car,Sharp objects
1371,2016-03-15,shot,gun,43.0,M,White,Fort Worth,TX,False,other,Other,Guns
1367,2016-03-16,shot,unarmed,23.0,M,Hispanic,Florence,CA,True,other,Not fleeing,Unarmed
1368,2016-03-16,shot,gun,33.0,M,Hispanic,San Antonio,TX,True,attack,Not fleeing,Guns
1374,2016-03-16,shot,gun,40.0,M,White,Anson County,NC,True,attack,Not fleeing,Guns
1370,2016-03-17,shot,gun,38.0,M,Asian,Burnsville,MN,True,other,Not fleeing,Guns
1372,2016-03-17,shot,gun,53.0,M,Asian,Tampa,FL,False,attack,Not fleeing,Guns
1376,2016-03-17,shot,gun,29.0,M,Black,Houston,TX,False,attack,Other,Guns
1377,2016-03-17,shot,gun,30.0,M,Black,Houston,TX,False,attack,Not fleeing,Guns
1401,2016-03-18,shot,gun,60.0,M,White,Idaho Falls,ID,False,other,Not fleeing,Guns
1382,2016-03-19,shot,toy weapon,25.0,F,Black,Norfolk,VA,False,attack,Not fleeing,Other unusual objects
1387,2016-03-19,shot,unknown,24.0,M,White,Covington,LA,False,undetermined,Car,Unknown
1388,2016-03-19,shot,gun,21.0,M,Black,Chicago,IL,False,attack,Foot,Guns
1392,2016-03-19,shot,gun,23.0,M,White,White Plains,KY,False,attack,Other,Guns
1380,2016-03-20,shot,knife,61.0,M,White,Hopewell,VA,True,other,Not fleeing,Sharp objects
1391,2016-03-20,shot,gun,54.0,M,White,Fort Littleton,PA,False,attack,Other,Guns
1393,2016-03-20,shot,gun,62.0,M,Hispanic,Fort Wayne,IN,False,attack,Foot,Guns
1394,2016-03-20,shot,toy weapon,16.0,M,Black,Gainesville,FL,True,other,Not fleeing,Other unusual objects
1396,2016-03-21,shot,toy weapon,25.0,M,White,Stamford,CT,True,attack,Not fleeing,Other unusual objects
1397,2016-03-21,shot,gun,28.0,M,White,South Greensburg,PA,True,attack,Car,Guns
1395,2016-03-21,shot and Tasered,knife,76.0,M,White,Burlington,VT,True,other,Not fleeing,Sharp objects
1398,2016-03-22,shot,pick-axe,25.0,M,Hispanic,Miami,FL,True,other,Not fleeing,Piercing objects
1399,2016-03-22,shot,unknown,33.0,M,White,Fredericksburg,VA,False,attack,Other,Unknown
1400,2016-03-23,shot,gun,51.0,M,White,Thornton,CO,False,attack,Not fleeing,Guns
1402,2016-03-23,shot,gun,34.0,M,Hispanic,Fresno,CA,False,attack,Foot,Guns
1403,2016-03-23,shot,gun,30.0,M,Black,Raleigh,TN,True,attack,Not fleeing,Guns
1404,2016-03-24,shot,knife,44.0,M,White,Braintree,MA,False,other,Foot,Sharp objects
1405,2016-03-24,shot,toy weapon,24.0,M,Black,Pawtucket,RI,False,attack,Foot,Other unusual objects
1406,2016-03-24,shot,gun,29.0,M,White,Redlands,CA,False,attack,Not fleeing,Guns
